revision_id,page_title,state,article_quality,url
104730,"Abbeville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Abbeville,_Alabama"
104761,"Adamsville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Adamsville,_Alabama"
105188,"Addison, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Addison,_Alabama"
104726,"Akron, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Akron,_Alabama"
105109,"Alabaster, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Alabaster,_Alabama"
104899,"Albertville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Albertville,_Alabama"
105153,"Alexander City, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Alexander_City,_Alabama"
105086,"Aliceville, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Aliceville,_Alabama"
100811,"Allgood, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Allgood,_Alabama"
100812,"Altoona, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Altoona,_Alabama"
104595,"Andalusia, Alabama",Alabama,B,"https://en.wikipedia.org/wiki/Andalusia,_Alabama"
46726043,"Anderson, Lauderdale County, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Anderson,_Lauderdale_County,_Alabama"
103733,"Anniston, Alabama",Alabama,B,"https://en.wikipedia.org/wiki/Anniston,_Alabama"
104617,"Arab, Alabama",Alabama,B,"https://en.wikipedia.org/wiki/Arab,_Alabama"
104850,"Ardmore, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Ardmore,_Alabama"
104764,"Argo, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Argo,_Alabama"
104630,"Ariton, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Ariton,_Alabama"
105189,"Arley, Alabama",Alabama,B,"https://en.wikipedia.org/wiki/Arley,_Alabama"
104734,"Ashford, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Ashford,_Alabama"
104574,"Ashland, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Ashland,_Alabama"
105125,"Ashville, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Ashville,_Alabama"
104851,"Athens, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Athens,_Alabama"
104682,"Atmore, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Atmore,_Alabama"
104688,"Attalla, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Attalla,_Alabama"
104844,"Auburn, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Auburn,_Alabama"
99880,"Autaugaville, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Autaugaville,_Alabama"
104735,"Avon, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Avon,_Alabama"
104596,"Babbie, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Babbie,_Alabama"
104618,"Baileyton, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Baileyton,_Alabama"
6022587,"Bakerhill, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Bakerhill,_Alabama"
105096,"Banks, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Banks,_Alabama"
99886,"Bay Minette, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Bay_Minette,_Alabama"
104904,"Bayou La Batre, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Bayou_La_Batre,_Alabama"
104893,"Bear Creek, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Bear_Creek,_Alabama"
104923,"Beatrice, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Beatrice,_Alabama"
104820,"Beaverton, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Beaverton,_Alabama"
104700,"Belk, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Belk,_Alabama"
104859,"Benton, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Benton,_Alabama"
23831085,"Berlin, Alabama",Alabama,FA,"https://en.wikipedia.org/wiki/Berlin,_Alabama"
104765,"Bessemer, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Bessemer,_Alabama"
99882,"Billingsley, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Billingsley,_Alabama"
85427,"Birmingham, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Birmingham,_Alabama"
100813,"Blountsville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Blountsville,_Alabama"
100800,"Blue Springs, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Blue_Springs,_Alabama"
104689,"Boaz, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Boaz,_Alabama"
104722,"Boligee, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Boligee,_Alabama"
105142,"Bon Air, Alabama",Alabama,B,"https://en.wikipedia.org/wiki/Bon_Air,_Alabama"
104609,"Brantley, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Brantley,_Alabama"
100805,"Brent, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Brent,_Alabama"
104683,"Brewton, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Brewton,_Alabama"
104745,"Bridgeport, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Bridgeport,_Alabama"
104766,"Brighton, Alabama",Alabama,B,"https://en.wikipedia.org/wiki/Brighton,_Alabama"
104894,"Brilliant, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Brilliant,_Alabama"
104767,"Brookside, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Brookside,_Alabama"
105161,"Brookwood, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Brookwood,_Alabama"
105098,"Brundidge, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Brundidge,_Alabama"
104561,"Butler, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Butler,_Alabama"
104556,"Calera, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Calera,_Alabama"
105154,"Camp Hill, Alabama",Alabama,B,"https://en.wikipedia.org/wiki/Camp_Hill,_Alabama"
105168,"Carbon Hill, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Carbon_Hill,_Alabama"
104769,"Cardiff, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Cardiff,_Alabama"
104597,"Carolina, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Carolina,_Alabama"
105087,"Carrollton, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Carrollton,_Alabama"
104590,"Castleberry, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Castleberry,_Alabama"
104550,"Cedar Bluff, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Cedar_Bluff,_Alabama"
104771,"Center Point, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Center_Point,_Alabama"
104551,"Centre, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Centre,_Alabama"
100806,"Centreville, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Centreville,_Alabama"
105178,"Chatom, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Chatom,_Alabama"
105110,"Chelsea, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Chelsea,_Alabama"
104584,"Cherokee, Alabama",Alabama,B,"https://en.wikipedia.org/wiki/Cherokee,_Alabama"
104905,"Chickasaw, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Chickasaw,_Alabama"
105111,"Childersburg, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Childersburg,_Alabama"
104907,"Citronelle, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Citronelle,_Alabama"
104557,"Clanton, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Clanton,_Alabama"
104773,"Clay, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Clay,_Alabama"
104631,"Clayhatchee, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Clayhatchee,_Alabama"
100801,"Clayton, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Clayton,_Alabama"
100816,"Cleveland, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Cleveland,_Alabama"
105162,"Coaling, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Coaling,_Alabama"
104713,"Coffee Springs, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Coffee_Springs,_Alabama"
104569,"Coffeeville, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Coffeeville,_Alabama"
105163,"Coker, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Coker,_Alabama"
104552,"Collinsville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Collinsville,_Alabama"
104620,"Colony, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Colony,_Alabama"
104736,"Columbia, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Columbia,_Alabama"
105112,"Columbiana, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Columbiana,_Alabama"
104676,"Coosada, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Coosada,_Alabama"
105169,"Cordova, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Cordova,_Alabama"
104737,"Cottonwood, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Cottonwood,_Alabama"
101154,"County Line, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/County_Line,_Alabama"
104839,"Courtland, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Courtland,_Alabama"
104738,"Cowarts, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Cowarts,_Alabama"
104908,"Creola, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Creola,_Alabama"
104660,"Crossville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Crossville,_Alabama"
105135,"Cuba, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Cuba,_Alabama"
104621,"Cullman, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Cullman,_Alabama"
7960910,"Cusseta, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Cusseta,_Alabama"
105155,"Dadeville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Dadeville,_Alabama"
104632,"Daleville, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Daleville,_Alabama"
99887,"Daphne, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Daphne,_Alabama"
104909,"Dauphin Island, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Dauphin_Island,_Alabama"
105156,"Daviston, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Daviston,_Alabama"
104677,"Deatsville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Deatsville,_Alabama"
104852,"Decatur, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Decatur,_Alabama"
104883,"Demopolis, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Demopolis,_Alabama"
104822,"Detroit, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Detroit,_Alabama"
104622,"Dodge City, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Dodge_City,_Alabama"
105170,"Dora, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Dora,_Alabama"
104633,"Dothan, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Dothan,_Alabama"
105190,"Double Springs, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Double_Springs,_Alabama"
104900,"Douglas, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Douglas,_Alabama"
104610,"Dozier, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Dozier,_Alabama"
104747,"Dutton, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Dutton,_Alabama"
104684,"East Brewton, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/East_Brewton,_Alabama"
104678,"Eclectic, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Eclectic,_Alabama"
104576,"Edwardsville, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Edwardsville,_Alabama"
104580,"Elba, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Elba,_Alabama"
99888,"Elberta, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Elberta,_Alabama"
105171,"Eldridge, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Eldridge,_Alabama"
104853,"Elkmont, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Elkmont,_Alabama"
104679,"Elmore, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Elmore,_Alabama"
105136,"Emelle, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Emelle,_Alabama"
104581,"Enterprise, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Enterprise,_Alabama"
105137,"Epes, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Epes,_Alabama"
105088,"Ethelsville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Ethelsville,_Alabama"
100803,"Eufaula, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Eufaula,_Alabama"
104723,"Eutaw, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Eutaw,_Alabama"
105078,"Eva, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Eva,_Alabama"
104591,"Evergreen, Conecuh County, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Evergreen,_Conecuh_County,_Alabama"
104924,"Excel, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Excel,_Alabama"
104777,"Fairfield, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Fairfield,_Alabama"
99889,"Fairhope, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Fairhope,_Alabama"
104623,"Fairview, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Fairview,_Alabama"
105079,"Falkville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Falkville,_Alabama"
104884,"Faunsdale, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Faunsdale,_Alabama"
104703,"Fayette, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Fayette,_Alabama"
104544,"Five Points, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Five_Points,_Alabama"
104685,"Flomaton, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Flomaton,_Alabama"
104598,"Florala, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Florala,_Alabama"
104829,"Florence, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Florence,_Alabama"
99890,"Foley, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Foley,_Alabama"
104724,"Forkland, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Forkland,_Alabama"
104860,"Fort Deposit, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Fort_Deposit,_Alabama"
104661,"Fort Payne, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Fort_Payne,_Alabama"
104867,"Franklin, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Franklin,_Alabama"
104925,"Frisco City, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Frisco_City,_Alabama"
104577,"Fruithurst, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Fruithurst,_Alabama"
104570,"Fulton, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Fulton,_Alabama"
104779,"Fultondale, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Fultondale,_Alabama"
104662,"Fyffe, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Fyffe,_Alabama"
104690,"Gadsden, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Gadsden,_Alabama"
105138,"Gainesville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Gainesville,_Alabama"
104599,"Gantt, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Gantt,_Alabama"
101155,"Garden City, Alabama",Alabama,B,"https://en.wikipedia.org/wiki/Garden_City,_Alabama"
104780,"Gardendale, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Gardendale,_Alabama"
104553,"Gaylesville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Gaylesville,_Alabama"
105139,"Geiger, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Geiger,_Alabama"
104715,"Geneva, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Geneva,_Alabama"
101169,"Georgiana, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Georgiana,_Alabama"
104663,"Geraldine, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Geraldine,_Alabama"
104562,"Gilbertown, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Gilbertown,_Alabama"
104704,"Glen Allen, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Glen_Allen,_Alabama"
103736,"Glencoe, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Glencoe,_Alabama"
105157,"Goldville, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Goldville,_Alabama"
104625,"Good Hope, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Good_Hope,_Alabama"
104593,"Goodwater, Alabama",Alabama,B,"https://en.wikipedia.org/wiki/Goodwater,_Alabama"
105089,"Gordo, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Gordo,_Alabama"
104739,"Gordon, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Gordon,_Alabama"
104862,"Gordonville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Gordonville,_Alabama"
105099,"Goshen, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Goshen,_Alabama"
104901,"Grant, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Grant,_Alabama"
104782,"Graysville, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Graysville,_Alabama"
104727,"Greensboro, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Greensboro,_Alabama"
101170,"Greenville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Greenville,_Alabama"
104571,"Grove Hill, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Grove_Hill,_Alabama"
104705,"Guin, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Guin,_Alabama"
104895,"Gulf Shores, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Gulf_Shores,_Alabama"
99891,"Guntersville, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Guntersville,_Alabama"
104902,"Gurley, Alabama",Alabama,B,"https://en.wikipedia.org/wiki/Gurley,_Alabama"
104870,"Gu-Win, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Gu-Win,_Alabama"
104896,"Hackleburg, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Hackleburg,_Alabama"
104731,"Haleburg, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Haleburg,_Alabama"
104897,"Haleyville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Haleyville,_Alabama"
104898,"Hamilton, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Hamilton,_Alabama"
104664,"Hammondville, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Hammondville,_Alabama"
104626,"Hanceville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Hanceville,_Alabama"
105113,"Harpersville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Harpersville,_Alabama"
104716,"Hartford, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Hartford,_Alabama"
105080,"Hartselle, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Hartselle,_Alabama"
101156,"Hayden, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Hayden,_Alabama"
104863,"Hayneville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Hayneville,_Alabama"
104732,"Headland, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Headland,_Alabama"
104600,"Heath, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Heath,_Alabama"
104578,"Heflin, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Heflin,_Alabama"
104783,"Helena, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Helena,_Alabama"
104665,"Henagar, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Henagar,_Alabama"
101157,"Highland Lake, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Highland_Lake,_Alabama"
104840,"Hillsboro, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Hillsboro,_Alabama"
103737,"Hobson City, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Hobson_City,_Alabama"
104707,"Hodges, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Hodges,_Alabama"
104691,"Hokes Bluff, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Hokes_Bluff,_Alabama"
104748,"Hollywood, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Hollywood,_Alabama"
104785,"Homewood, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Homewood,_Alabama"
104786,"Hoover, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Hoover,_Alabama"
104601,"Horn Hill, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Horn_Hill,_Alabama"
104787,"Hueytown, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Hueytown,_Alabama"
104854,"Huntsville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Huntsville,_Alabama"
105106,"Hurtsboro, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Hurtsboro,_Alabama"
104749,"Hytop, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Hytop,_Alabama"
104666,"Ider, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Ider,_Alabama"
105114,"Indian Springs Village, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Indian_Springs_Village,_Alabama"
104788,"Irondale, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Irondale,_Alabama"
105158,"Jackson, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Jackson,_Alabama"
104572,"Jackson's Gap, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Jackson's_Gap,_Alabama"
103738,"Jacksonville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Jacksonville,_Alabama"
105172,"Jasper, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Jasper,_Alabama"
104558,"Jemison, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Jemison,_Alabama"
105173,"Kansas, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Kansas,_Alabama"
19008413,"Kellyton, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Kellyton,_Alabama"
104823,"Kennedy, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Kennedy,_Alabama"
104831,"Killen, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Killen,_Alabama"
104789,"Kimberly, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Kimberly,_Alabama"
104740,"Kinsey, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Kinsey,_Alabama"
104582,"Kinston, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Kinston,_Alabama"
104546,"LaFayette, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/LaFayette,_Alabama"
105165,"Lake View, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Lake_View,_Alabama"
104667,"Lakeview, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Lakeview,_Alabama"
104547,"Lanett, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Lanett,_Alabama"
104750,"Langston, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Langston,_Alabama"
104793,"Leeds, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Leeds,_Alabama"
104554,"Leesburg, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Leesburg,_Alabama"
104585,"Leighton, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Leighton,_Alabama"
104855,"Lester, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Lester,_Alabama"
104636,"Level Plains, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Level_Plains,_Alabama"
104832,"Lexington, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Lexington,_Alabama"
104602,"Libertyville, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Libertyville,_Alabama"
105145,"Lincoln, Alabama",Alabama,Stub,"https://en.wikipedia.org/wiki/Lincoln,_Alabama"
104886,"Linden, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Linden,_Alabama"
104794,"Lipscomb, Alabama",Alabama,Start,"https://en.wikipedia.org/wiki/Lipscomb,_Alabama"
